Timestamp,Open,Low,High,Close
2023-11-24 13:57:39,19146.9,19146.9,19146.9,19146.9
2023-11-24 13:57:39,43987.85,43987.85,43987.85,43987.85
2023-11-24 13:57:39,19488.65,19488.65,19488.65,19488.65
2023-11-24 13:57:40,19140.85,19140.85,19140.85,19140.85
2023-11-24 13:57:40,43984.75,43984.75,43984.75,43984.75
2023-11-24 13:57:40,19485.55,19485.55,19485.55,19485.55
2023-11-24 13:57:41,19141.75,19141.75,19141.75,19141.75
2023-11-24 13:57:41,43984.0,43984.0,43984.0,43984.0
2023-11-24 13:57:41,19494.8,19494.8,19494.8,19494.8
2023-11-24 13:57:42,19133.4,19133.4,19133.4,19133.4
2023-11-24 13:57:42,43981.85,43981.85,43981.85,43981.85
2023-11-24 13:57:42,19492.15,19492.15,19492.15,19492.15
2023-11-24 13:57:43,19133.8,19133.8,19133.8,19133.8
2023-11-24 13:57:43,43979.35,43979.35,43979.35,43979.35
2023-11-24 13:57:43,19492.55,19492.55,19492.55,19492.55
2023-11-24 13:57:44,19134.2,19134.2,19134.2,19134.2
2023-11-24 13:57:44,43976.15,43976.15,43976.15,43976.15
2023-11-24 13:57:44,19493.65,19493.65,19493.65,19493.65
2023-11-24 13:57:45,19135.1,19135.1,19135.1,19135.1
2023-11-24 13:57:45,43979.25,43979.25,43979.25,43979.25
2023-11-24 13:57:45,19489.0,19489.0,19489.0,19489.0
2023-11-24 13:57:46,19140.15,19140.15,19140.15,19140.15
2023-11-24 13:57:46,43981.3,43981.3,43981.3,43981.3
2023-11-24 13:57:46,19493.55,19493.55,19493.55,19493.55
2023-11-24 13:57:47,19146.0,19146.0,19146.0,19146.0
2023-11-24 13:57:47,43985.3,43985.3,43985.3,43985.3
2023-11-24 13:57:47,19494.9,19494.9,19494.9,19494.9
2023-11-24 13:57:48,19146.8,19146.8,19146.8,19146.8
2023-11-24 13:57:48,43982.85,43982.85,43982.85,43982.85
2023-11-24 13:57:48,19488.65,19488.65,19488.65,19488.65
2023-11-24 13:57:49,19139.5,19139.5,19139.5,19139.5
2023-11-24 13:57:49,43980.15,43980.15,43980.15,43980.15
2023-11-24 13:57:49,19490.35,19490.35,19490.35,19490.35
2023-11-24 13:57:50,19141.25,19141.25,19141.25,19141.25
2023-11-24 13:57:50,43977.75,43977.75,43977.75,43977.75
2023-11-24 13:57:50,19481.1,19481.1,19481.1,19481.1
2023-11-24 13:57:51,19144.5,19144.5,19144.5,19144.5
2023-11-24 13:57:51,43976.3,43976.3,43976.3,43976.3
2023-11-24 13:57:51,19477.6,19477.6,19477.6,19477.6
2023-11-24 13:57:52,19144.15,19144.15,19144.15,19144.15
2023-11-24 13:57:52,43976.85,43976.85,43976.85,43976.85
2023-11-24 13:57:52,19474.45,19474.45,19474.45,19474.45
2023-11-24 13:57:53,19142.0,19142.0,19142.0,19142.0
2023-11-24 13:57:53,43982.7,43982.7,43982.7,43982.7
2023-11-24 13:57:53,19467.75,19467.75,19467.75,19467.75
2023-11-24 13:57:54,19144.35,19144.35,19144.35,19144.35
2023-11-24 13:57:54,43984.8,43984.8,43984.8,43984.8
2023-11-24 13:57:54,19466.5,19466.5,19466.5,19466.5
2023-11-24 13:57:55,19148.85,19148.85,19148.85,19148.85
2023-11-24 13:57:55,43992.5,43992.5,43992.5,43992.5
2023-11-24 13:57:55,19468.45,19468.45,19468.45,19468.45
2023-11-24 13:57:56,19147.15,19147.15,19147.15,19147.15
2023-11-24 13:57:56,43988.05,43988.05,43988.05,43988.05
2023-11-24 13:57:56,19475.15,19475.15,19475.15,19475.15
2023-11-24 13:57:57,19150.3,19150.3,19150.3,19150.3
2023-11-24 13:57:57,43995.5,43995.5,43995.5,43995.5
2023-11-24 13:57:57,19474.3,19474.3,19474.3,19474.3
2023-11-24 13:57:58,19151.75,19151.75,19151.75,19151.75
2023-11-24 13:57:58,43993.15,43993.15,43993.15,43993.15
2023-11-24 13:57:58,19472.35,19472.35,19472.35,19472.35
2023-11-24 13:57:59,19154.05,19154.05,19154.05,19154.05
2023-11-24 13:57:59,43989.15,43989.15,43989.15,43989.15
2023-11-24 13:57:59,19472.85,19472.85,19472.85,19472.85
2023-11-24 13:58:00,19157.9,19157.9,19157.9,19157.9
2023-11-24 13:58:00,43988.7,43988.7,43988.7,43988.7
2023-11-24 13:58:00,19470.45,19470.45,19470.45,19470.45
2023-11-24 13:58:01,19151.35,19151.35,19151.35,19151.35
2023-11-24 13:58:01,43986.0,43986.0,43986.0,43986.0
2023-11-24 13:58:01,19472.45,19472.45,19472.45,19472.45
2023-11-24 13:58:02,19153.3,19153.3,19153.3,19153.3
2023-11-24 13:58:02,43987.3,43987.3,43987.3,43987.3
2023-11-24 13:58:02,19470.85,19470.85,19470.85,19470.85
2023-11-24 13:58:03,19151.3,19151.3,19151.3,19151.3
2023-11-24 13:58:03,43991.85,43991.85,43991.85,43991.85
2023-11-24 13:58:03,19468.7,19468.7,19468.7,19468.7
2023-11-24 13:58:04,19145.95,19145.95,19145.95,19145.95
2023-11-24 13:58:04,43987.8,43987.8,43987.8,43987.8
2023-11-24 13:58:04,19467.3,19467.3,19467.3,19467.3
2023-11-24 13:58:05,19139.7,19139.7,19139.7,19139.7
2023-11-24 13:58:05,43991.65,43991.65,43991.65,43991.65
2023-11-24 13:58:05,19468.85,19468.85,19468.85,19468.85
2023-11-24 13:58:06,19141.95,19141.95,19141.95,19141.95
2023-11-24 13:58:06,43997.0,43997.0,43997.0,43997.0
